Unnamed: 0.1,Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
93,93,vada pav,266,12.5,2.4,4.4,2.8,25.7,3.1,7.3,3.1,18.7,450.2,79.5,6.74,0.16,0.94,0.05,0.25,2.33,0.35,0.26,10.94,0.0,1.01,153.01,34.0,0.14,1.91,35.7,0.23,132.8,153.0,12.3,1.39,72.4
94,94,dahi puri,266,10.5,2.5,3.6,2.0,32.4,3.9,16.7,3.7,37.6,475.4,77.2,8.16,0.19,1.28,0.05,0.55,3.8,0.49,0.51,8.52,0.0,1.16,201.16,51.2,0.11,2.66,40.9,0.2,182.2,201.2,21.2,1.61,95.5
95,95,pani puri,285,9.6,2.4,3.5,2.0,30.0,3.9,15.2,3.8,42.2,451.6,77.7,8.96,0.22,1.24,0.05,0.53,4.05,0.51,0.49,10.35,0.0,1.26,180.62,48.1,0.12,2.38,41.1,0.27,206.3,180.6,20.5,1.78,93.1
96,96,sev puri,290,10.7,2.7,3.3,2.0,31.0,4.2,16.9,3.8,42.8,432.3,76.1,9.54,0.22,1.04,0.05,0.55,4.47,0.52,0.54,11.82,0.0,1.23,264.61,43.7,0.15,2.88,48.5,0.24,184.0,264.6,21.4,1.88,105.4
97,97,bhel puri,273,10.0,2.4,3.4,1.9,32.1,3.7,16.9,3.8,37.9,463.7,77.2,9.94,0.23,1.03,0.05,0.43,4.15,0.65,0.57,12.24,0.0,1.26,192.33,51.1,0.16,2.48,40.1,0.22,179.6,192.3,21.9,2.05,99.5
98,98,ragda pattice,298,10.2,2.4,3.7,2.1,33.9,4.2,15.4,4.0,38.2,437.8,76.8,9.55,0.19,1.23,0.05,0.53,4.28,0.52,0.56,13.45,0.0,0.9,245.61,59.3,0.17,2.38,48.8,0.28,171.9,245.6,15.5,2.03,102.3
99,99,aloo tikki,267,10.5,2.4,3.6,2.0,33.7,4.0,15.5,3.9,37.6,434.7,77.5,7.22,0.18,1.06,0.05,0.5,4.32,0.6,0.49,9.86,0.0,1.15,250.91,50.5,0.16,2.65,50.2,0.2,169.1,250.9,16.0,1.69,98.2
100,100,papdi chaat,298,9.4,2.4,3.4,2.1,32.2,4.2,15.1,4.1,40.6,448.9,77.5,7.22,0.24,0.97,0.05,0.51,3.33,0.46,0.44,9.22,0.0,1.15,253.46,54.8,0.13,2.43,42.4,0.2,193.4,253.5,14.7,1.68,97.3
101,101,samosa chaat,297,17.5,4.1,4.6,2.9,25.2,2.9,6.8,2.8,21.0,418.5,75.1,6.52,0.18,1.09,0.05,0.22,2.25,0.29,0.3,7.68,0.0,1.52,153.87,33.1,0.11,1.82,28.5,0.22,163.6,153.9,9.8,1.19,67.7
102,102,kachori,320,18.2,4.0,4.7,3.1,26.7,3.0,7.4,3.0,21.1,428.6,73.6,5.89,0.21,1.13,0.05,0.26,2.6,0.36,0.3,9.09,0.0,1.35,225.35,30.2,0.15,2.32,40.3,0.17,156.9,225.4,10.6,1.4,76.8
103,103,dal kachori,366,18.8,5.3,4.2,2.6,28.2,4.9,14.8,6.8,29.1,556.7,68.7,15.64,0.21,1.41,0.05,0.45,3.57,0.51,0.42,17.77,0.0,1.8,262.79,58.0,0.19,3.13,55.8,0.34,196.7,262.8,16.0,1.73,122.6
104,104,pyaz kachori,305,16.8,3.9,4.3,3.0,27.7,2.8,7.4,2.9,19.3,444.8,75.1,8.15,0.21,0.84,0.05,0.29,2.19,0.31,0.28,9.27,0.0,1.27,198.41,29.7,0.15,1.98,40.2,0.18,154.0,198.4,9.5,1.11,75.6
105,105,mirchi bajji,293,10.3,2.6,3.7,2.1,32.1,3.8,15.6,4.0,38.0,472.1,76.8,10.14,0.18,0.98,0.05,0.52,4.19,0.5,0.48,13.07,0.0,1.21,231.62,57.8,0.14,2.7,40.3,0.2,186.7,231.6,15.2,1.99,102.3
106,106,pakora,304,17.6,3.8,4.7,3.1,27.7,2.9,6.9,2.9,20.2,458.0,74.8,7.84,0.2,1.1,0.05,0.23,2.18,0.28,0.3,9.4,0.0,1.25,219.83,35.8,0.13,1.68,31.4,0.22,147.4,219.8,11.1,1.16,75.3
107,107,onion pakora,295,17.6,3.9,4.5,3.1,28.2,3.0,6.6,3.0,20.5,450.7,75.2,6.75,0.2,1.09,0.05,0.23,1.93,0.27,0.3,9.22,0.0,1.78,210.19,36.0,0.14,1.9,30.4,0.23,173.5,210.2,11.5,1.2,74.1
108,108,paneer pakora,307,23.6,6.2,4.6,3.2,26.1,3.0,6.9,2.8,41.2,434.3,70.5,5.93,0.2,0.91,1.24,0.25,2.43,0.36,0.29,8.2,0.0,2.18,203.65,130.9,0.11,1.72,29.4,0.18,184.1,203.6,9.2,1.25,71.4
109,109,bread pakora,283,10.4,2.9,2.1,1.5,39.5,2.0,7.7,2.9,10.5,298.8,80.2,7.97,0.24,1.22,0.05,0.24,2.67,0.34,0.33,7.91,0.0,1.03,184.72,40.5,0.11,1.83,34.5,0.21,165.1,184.7,10.4,1.32,73.4
110,110,medu vada,260,13.0,2.5,4.3,3.1,25.1,2.9,7.3,2.9,20.7,429.4,79.4,7.59,0.16,1.08,0.05,0.27,2.24,0.38,0.27,6.38,0.0,1.12,167.32,27.8,0.11,2.18,30.8,0.21,155.2,167.3,11.6,1.15,70.4
111,111,dahi vada,237,12.8,2.5,4.3,3.1,26.2,2.9,7.2,3.0,19.5,453.4,80.3,8.59,0.18,1.21,0.05,0.25,2.09,0.38,0.32,8.27,0.0,1.13,154.17,29.4,0.14,2.1,31.2,0.2,155.6,154.2,12.4,1.12,72.0
112,112,vada sambar,251,12.2,2.7,4.6,3.1,25.2,3.1,6.9,2.9,20.1,428.5,80.3,6.04,0.19,1.09,0.05,0.24,2.35,0.34,0.25,8.94,0.0,1.05,164.48,28.5,0.14,1.78,29.8,0.17,132.7,164.5,9.5,1.19,69.7
113,113,uttapam,268,10.3,2.4,3.3,2.0,30.7,4.2,15.6,3.7,41.0,475.6,77.6,9.44,0.21,0.94,0.05,0.41,3.83,0.58,0.43,8.94,0.0,1.0,244.56,47.1,0.13,2.19,40.1,0.19,182.1,244.6,16.2,1.92,97.3
114,114,rava dosa,226,6.2,1.4,2.1,1.5,36.2,2.0,7.9,3.1,10.5,282.9,84.9,8.09,0.2,1.0,0.05,0.32,2.26,0.34,0.33,10.02,0.0,0.92,197.71,30.3,0.14,1.79,43.1,0.18,136.5,197.7,12.7,1.32,76.9
115,115,set dosa,229,5.9,1.5,1.9,1.5,39.8,2.1,7.6,3.2,9.5,296.3,85.2,6.06,0.22,0.98,0.05,0.29,2.49,0.37,0.3,9.28,0.0,1.02,180.48,32.9,0.13,2.23,31.0,0.22,127.0,180.5,11.8,1.19,74.3
116,116,paper dosa,251,6.0,1.6,1.9,1.5,36.2,2.1,8.4,3.2,9.4,299.6,84.0,6.6,0.26,0.86,0.05,0.27,2.62,0.35,0.29,8.76,0.0,0.97,186.79,42.0,0.12,1.87,37.5,0.22,125.5,186.8,12.0,1.09,75.2
117,117,podi dosa,226,6.1,1.5,1.9,1.5,36.4,2.0,8.5,2.9,9.4,288.4,84.8,6.87,0.23,1.09,0.05,0.29,2.65,0.39,0.28,9.57,0.0,0.77,164.45,41.9,0.15,1.92,36.8,0.22,123.7,164.5,10.1,1.38,73.9
118,118,onion dosa,247,5.7,1.5,1.9,1.6,37.4,2.0,8.3,3.1,9.5,296.4,84.5,8.49,0.25,1.08,0.05,0.31,2.46,0.37,0.35,7.19,0.0,0.84,167.44,30.0,0.15,2.3,36.9,0.21,159.1,167.4,12.0,1.37,74.7
119,119,masala idli,294,12.8,4.1,4.2,2.5,29.5,5.3,15.9,7.3,29.0,596.3,74.9,17.04,0.2,1.18,0.05,0.46,4.09,0.59,0.47,19.78,0.0,1.45,301.84,60.8,0.2,3.4,67.2,0.32,191.5,301.8,21.1,1.89,132.5
120,120,rava idli,255,6.0,1.5,2.0,1.4,37.2,2.0,8.1,3.1,9.9,310.4,84.1,8.21,0.21,1.19,0.05,0.31,2.47,0.3,0.27,9.5,0.0,0.76,210.84,31.3,0.12,1.92,41.8,0.22,131.8,210.8,9.3,1.38,78.3
121,121,appe,264,10.5,2.6,3.7,2.1,32.3,3.9,16.6,4.2,38.8,460.4,77.2,10.63,0.2,1.34,0.05,0.57,3.77,0.57,0.44,9.78,0.0,1.19,232.54,61.2,0.16,3.0,53.2,0.26,216.2,232.5,19.1,2.02,103.3
122,122,pongal,298,9.7,2.4,3.6,1.9,30.5,4.0,15.7,4.0,40.3,426.7,77.0,9.03,0.19,1.04,0.05,0.5,3.43,0.49,0.47,8.31,0.0,1.27,197.78,54.8,0.14,2.64,44.7,0.27,183.2,197.8,15.4,1.57,94.9
123,123,ven pongal,280,9.9,2.5,3.3,1.9,30.7,3.9,15.7,3.8,41.4,451.9,77.5,10.23,0.22,1.32,0.05,0.4,4.02,0.53,0.55,11.05,0.0,1.15,201.38,55.1,0.13,2.85,55.1,0.22,196.2,201.4,20.4,1.97,98.4
124,124,upma,275,10.4,2.5,3.3,2.1,30.6,4.0,17.0,3.8,42.6,452.4,76.7,6.81,0.18,1.18,0.05,0.55,4.51,0.56,0.46,10.59,0.0,1.22,207.67,60.0,0.15,2.9,52.4,0.2,200.4,207.7,15.5,1.64,98.0
125,125,poha,292,10.1,2.5,3.4,1.9,31.5,4.1,15.8,3.7,41.0,452.2,76.9,8.81,0.21,1.21,0.05,0.49,4.09,0.48,0.56,8.2,0.0,1.23,221.76,43.1,0.15,2.45,44.4,0.25,193.7,221.8,15.1,1.75,95.5
126,126,sabudana vada,260,13.1,2.7,4.3,3.1,28.6,3.1,7.2,2.9,21.3,433.2,79.3,7.16,0.17,0.83,0.05,0.27,2.33,0.37,0.26,9.54,0.0,1.49,164.57,33.2,0.13,2.02,30.7,0.18,164.5,164.6,9.4,1.31,72.2
127,127,paratha,252,6.3,1.6,2.1,1.5,38.3,1.9,7.5,2.8,10.3,299.5,84.2,6.35,0.21,1.09,0.05,0.24,2.44,0.38,0.27,8.03,0.0,0.92,167.11,36.2,0.13,1.9,32.6,0.19,117.2,167.1,9.8,1.31,70.3
128,128,aloo paratha,238,6.3,1.4,2.1,1.6,37.8,2.0,7.8,3.0,9.5,304.5,84.6,8.11,0.26,0.89,0.05,0.28,2.23,0.38,0.26,6.81,0.0,0.71,193.26,28.9,0.13,1.99,37.6,0.24,141.4,193.3,13.5,1.23,74.2
129,129,gobi paratha,249,5.9,1.4,2.6,1.5,36.9,2.0,9.0,4.9,10.0,306.8,84.0,11.82,0.25,1.25,0.05,0.27,2.63,0.37,0.29,15.72,0.0,0.91,214.88,41.6,0.15,2.63,41.6,0.27,126.7,214.9,10.0,1.21,96.4
130,130,methi paratha,254,5.9,1.5,2.0,1.4,40.6,2.0,8.2,3.0,10.5,314.1,84.1,6.44,0.25,0.9,0.05,0.3,2.38,0.37,0.34,8.69,0.0,0.81,190.76,36.7,0.12,2.29,36.4,0.2,145.5,190.8,9.9,1.15,75.6
131,131,paneer paratha,226,11.2,3.4,1.9,1.5,39.2,1.9,7.7,3.1,30.9,299.2,81.5,7.26,0.22,0.91,1.27,0.3,2.04,0.3,0.3,7.38,0.0,1.23,196.63,118.7,0.1,1.94,32.1,0.25,153.1,196.6,9.0,1.32,74.3
132,132,lachha paratha,245,5.8,1.4,2.0,1.6,40.0,1.9,8.4,3.0,10.4,313.5,84.4,6.26,0.25,0.95,0.05,0.31,2.39,0.35,0.32,7.52,0.0,0.81,189.65,32.4,0.14,2.08,35.7,0.18,124.7,189.7,12.2,1.11,74.3
133,133,missi roti,250,6.0,1.4,2.0,1.4,38.6,2.1,8.4,3.1,10.2,300.9,84.1,6.92,0.2,1.06,0.05,0.27,2.75,0.39,0.3,9.25,0.0,0.94,176.24,39.8,0.11,1.87,37.0,0.19,158.0,176.2,13.5,1.26,75.0
134,134,makki di roti,230,6.2,1.6,2.0,1.4,35.4,2.0,8.2,2.9,9.8,285.5,84.7,7.39,0.21,1.18,0.05,0.28,2.38,0.33,0.32,9.5,0.0,0.84,204.57,36.2,0.12,2.06,32.6,0.19,135.0,204.6,12.7,1.41,77.2
135,135,bajra roti,245,6.2,1.5,2.1,1.4,36.5,2.0,7.8,3.0,10.3,308.7,84.3,6.17,0.26,0.84,0.05,0.24,2.15,0.39,0.29,6.76,0.0,0.78,197.43,29.0,0.12,2.35,38.0,0.21,148.2,197.4,13.3,1.37,73.9
136,136,jowar roti,245,5.9,1.4,2.0,1.6,36.9,1.9,8.1,3.0,9.6,286.1,84.4,5.79,0.21,0.83,0.05,0.25,2.83,0.38,0.29,8.16,0.0,0.89,178.78,39.7,0.1,1.8,33.4,0.23,158.1,178.8,13.6,1.18,72.3
137,137,rumali roti,244,5.7,1.6,2.0,1.4,37.5,1.9,7.5,2.9,10.6,312.7,84.9,8.22,0.26,1.16,0.05,0.27,2.49,0.39,0.29,9.55,0.0,0.93,197.51,34.5,0.12,2.06,28.9,0.17,118.9,197.5,13.2,1.29,76.1
138,138,tandoori roti,231,5.8,1.6,2.0,1.4,39.8,1.9,7.5,3.1,10.4,282.2,85.2,8.47,0.24,0.98,0.05,0.3,2.19,0.38,0.3,10.56,0.0,0.85,164.2,38.4,0.14,1.88,32.1,0.19,141.8,164.2,9.3,1.38,74.6
139,139,kulcha,287,10.2,2.5,3.6,2.0,29.9,4.0,16.3,4.0,42.7,475.0,76.8,10.09,0.2,1.34,0.05,0.55,3.67,0.51,0.52,8.39,0.0,1.25,242.26,53.4,0.14,2.52,51.6,0.21,226.4,242.3,17.7,1.94,100.1
140,140,amritsari kulcha,261,9.6,2.5,3.4,2.0,30.9,4.0,15.4,4.0,40.6,441.6,78.4,8.77,0.19,1.21,0.05,0.45,4.18,0.5,0.44,8.78,0.0,1.11,263.4,42.7,0.13,2.38,46.0,0.23,171.3,263.4,14.9,1.94,99.2
141,141,chole kulche,296,13.0,4.3,4.2,2.5,30.9,5.2,14.6,7.1,30.3,552.0,75.2,15.07,0.18,1.54,0.05,0.44,3.77,0.51,0.44,16.32,0.0,1.31,284.64,44.4,0.15,3.22,71.1,0.41,176.0,284.6,17.7,1.55,123.4
142,142,peshawari naan,249,5.9,1.5,2.0,1.5,40.1,2.0,7.8,3.1,9.5,286.0,84.5,8.08,0.23,1.1,0.05,0.28,2.65,0.3,0.26,7.54,0.0,0.79,197.14,32.2,0.13,1.92,35.7,0.24,132.6,197.1,13.3,1.21,75.0
143,143,garlic naan,229,5.6,1.5,2.0,1.6,39.1,1.9,7.6,2.8,9.4,315.9,85.4,6.95,0.2,0.98,0.05,0.29,2.08,0.32,0.26,8.87,0.0,0.96,198.44,31.7,0.11,2.06,30.1,0.23,117.6,198.4,12.7,1.17,74.6
144,144,cheese naan,239,11.7,3.5,1.9,1.5,40.5,2.1,7.6,3.0,30.6,305.7,80.8,7.35,0.24,1.1,1.27,0.26,2.27,0.35,0.32,8.44,1.59,1.09,222.1,92.2,0.14,2.27,34.0,0.2,127.3,222.1,13.1,1.23,77.7
145,145,bhatura,261,9.9,2.4,3.4,1.9,31.4,4.0,16.1,3.9,38.1,464.9,77.9,8.32,0.2,1.01,0.05,0.47,3.6,0.6,0.57,12.31,0.0,1.17,235.43,57.4,0.16,2.52,54.3,0.21,184.2,235.4,18.8,1.7,100.8
146,146,appam,244,5.7,1.4,1.9,1.5,36.3,1.9,7.7,3.1,10.3,288.8,84.7,6.24,0.22,0.98,0.05,0.26,2.61,0.39,0.29,10.08,0.0,0.79,217.22,41.9,0.1,2.25,30.4,0.21,125.2,217.2,12.6,1.36,78.0
147,147,neer dosa,227,6.2,1.4,2.1,1.5,39.3,1.9,8.0,3.1,10.0,320.2,84.9,7.21,0.25,0.97,0.05,0.26,2.53,0.3,0.34,8.94,0.0,0.79,178.49,31.6,0.15,2.32,32.8,0.18,145.8,178.5,9.9,1.17,75.4
148,148,uttapam vegetable,265,10.4,2.3,3.7,2.1,31.9,4.1,16.7,5.7,38.1,424.3,77.2,12.16,0.23,1.5,0.05,0.52,3.48,0.59,0.55,28.0,0.0,0.96,274.5,63.7,0.18,3.44,63.6,0.29,182.5,274.5,17.3,1.66,128.9
149,149,puttu,253,6.0,1.5,1.9,1.5,36.3,1.9,7.8,3.1,9.7,313.9,84.2,8.47,0.23,0.87,0.05,0.25,2.26,0.32,0.28,6.61,0.0,0.91,203.54,31.2,0.1,2.3,40.8,0.19,148.2,203.5,11.4,1.21,76.3
150,150,idiyappam,241,6.0,1.5,2.0,1.5,38.7,1.9,8.0,2.8,10.5,284.5,84.6,7.81,0.21,1.02,0.05,0.25,2.5,0.39,0.31,8.31,0.0,0.93,215.9,34.1,0.13,1.73,41.6,0.18,139.8,215.9,9.5,1.38,76.0
151,151,kottu roti,366,13.1,3.7,4.9,2.5,49.4,4.2,17.4,2.8,47.0,700.2,71.7,7.98,0.32,0.86,0.05,0.55,4.17,0.53,0.54,7.15,0.0,1.35,218.92,60.3,0.12,1.96,45.3,0.19,208.1,218.9,21.8,1.73,91.9
152,152,avial,267,9.9,2.4,3.3,2.1,31.7,3.9,15.6,4.3,39.0,441.9,77.9,10.25,0.2,1.25,0.05,0.48,3.88,0.49,0.53,13.84,0.0,0.98,273.15,50.1,0.14,2.87,58.3,0.26,194.3,273.1,16.1,1.68,107.7
153,153,sambar,269,10.5,2.3,3.7,2.1,31.0,4.0,16.1,4.2,38.1,420.9,77.2,8.67,0.18,1.08,0.05,0.5,3.59,0.6,0.44,10.76,0.0,1.32,265.81,56.9,0.16,2.42,55.5,0.27,202.3,265.8,18.6,1.72,103.1
154,154,rasam,289,10.1,2.4,3.3,2.1,31.3,4.2,15.8,4.2,42.1,432.8,77.0,9.71,0.21,0.91,0.05,0.51,3.71,0.51,0.43,11.48,0.0,0.95,227.76,45.9,0.12,2.85,46.6,0.24,200.7,227.8,15.7,1.69,101.9
155,155,poriyal,276,9.5,2.4,3.5,1.9,31.5,3.8,16.0,4.2,37.9,427.0,77.8,9.28,0.21,1.2,0.05,0.44,4.02,0.59,0.46,8.75,0.0,1.19,235.28,60.8,0.12,2.79,47.1,0.23,184.5,235.3,14.4,1.71,100.0
156,156,thoran,299,10.2,2.7,3.5,1.9,30.0,4.2,15.3,3.9,41.4,472.2,76.8,7.33,0.17,1.31,0.05,0.52,4.17,0.58,0.41,11.68,0.0,0.94,219.88,41.0,0.12,2.59,41.4,0.24,178.4,219.9,18.8,1.58,97.1
157,157,kootu,288,9.3,2.5,3.6,1.9,30.5,3.9,16.6,4.1,37.5,459.7,77.2,7.16,0.2,1.02,0.05,0.55,4.19,0.63,0.44,12.96,0.0,1.12,198.08,50.8,0.17,2.32,45.1,0.28,200.4,198.1,18.3,1.84,98.3
158,158,olan,297,9.3,2.4,3.5,2.0,31.5,3.8,15.7,3.9,40.7,433.4,77.3,10.32,0.21,1.25,0.05,0.49,4.25,0.6,0.54,8.12,0.0,1.08,231.8,44.2,0.16,2.68,39.3,0.23,219.2,231.8,18.4,1.65,98.3
159,159,erissery,270,9.5,2.7,3.7,2.0,32.2,3.8,15.2,4.0,41.7,472.8,78.3,8.16,0.22,1.13,0.05,0.41,4.29,0.61,0.43,13.2,0.0,1.25,246.45,51.5,0.17,2.29,43.8,0.28,203.1,246.5,19.8,1.72,100.4
160,160,theeyal,277,9.9,2.7,3.7,2.1,31.0,4.2,15.1,3.8,41.5,457.1,77.8,7.71,0.21,0.99,0.05,0.42,3.93,0.51,0.5,10.29,0.0,1.1,178.07,54.5,0.13,2.78,46.1,0.2,173.0,178.1,18.9,1.5,92.7
161,161,mor kuzhambu,271,9.9,2.6,3.7,2.1,30.1,4.2,17.1,4.2,39.9,439.0,77.2,8.99,0.19,1.09,0.05,0.44,4.36,0.56,0.5,11.88,0.0,1.2,187.8,54.7,0.16,2.93,50.1,0.24,222.1,187.8,22.4,1.91,100.8
162,162,kadhi,276,10.3,2.5,3.5,2.0,30.0,3.9,15.8,3.9,41.8,447.6,77.3,8.35,0.21,0.91,0.05,0.48,3.43,0.6,0.49,11.73,0.0,0.95,229.58,60.6,0.15,2.28,45.4,0.23,176.5,229.6,19.1,1.64,98.6
163,163,gujarati kadhi,278,9.7,2.6,3.7,2.1,33.0,3.8,15.1,4.0,39.2,451.5,77.9,8.35,0.23,1.12,0.05,0.52,3.59,0.51,0.52,12.95,0.0,1.11,245.59,43.2,0.16,2.32,51.0,0.23,179.3,245.6,16.7,1.83,100.1
164,164,dhokla,265,9.5,2.4,3.6,1.9,31.8,4.2,16.1,3.7,42.1,433.5,78.1,8.63,0.21,1.06,0.05,0.42,4.01,0.51,0.51,10.8,0.0,1.09,248.85,42.8,0.12,2.62,37.9,0.26,205.4,248.9,16.4,2.06,100.4
165,165,khandvi,262,9.9,2.4,3.6,2.0,32.9,4.1,16.6,3.8,39.7,455.0,77.7,9.96,0.19,1.02,0.05,0.48,3.85,0.49,0.5,10.67,0.0,1.0,187.34,57.4,0.12,2.57,47.9,0.25,206.3,187.3,20.0,1.94,97.6
166,166,handvo,299,10.0,2.6,3.7,2.1,31.0,4.1,15.6,4.0,42.8,440.8,76.8,7.52,0.21,1.13,0.05,0.49,3.8,0.49,0.51,11.96,0.0,1.31,215.75,41.4,0.15,2.3,54.2,0.27,222.5,215.8,16.3,1.82,97.1
167,167,undhiyu,285,9.3,2.4,3.4,2.1,31.1,4.0,15.6,3.7,41.0,440.0,77.7,9.08,0.21,0.89,0.05,0.42,3.62,0.51,0.52,12.31,0.0,1.18,210.72,50.8,0.14,2.79,46.8,0.22,208.6,210.7,19.2,1.97,98.5
168,168,thepla,272,10.3,2.4,3.5,1.9,32.8,4.2,16.9,3.9,42.6,436.2,77.0,7.04,0.24,1.17,0.05,0.55,4.12,0.55,0.54,12.56,0.0,1.23,264.7,49.8,0.11,2.53,48.0,0.21,198.9,264.7,16.4,1.77,103.6
169,169,fafda,265,10.4,2.6,3.7,2.0,29.9,4.0,16.0,3.8,42.4,464.6,77.5,8.59,0.22,0.95,0.05,0.53,4.25,0.62,0.53,8.51,0.0,1.22,184.4,56.4,0.14,2.16,55.0,0.25,202.4,184.4,17.6,1.57,92.4
170,170,jalebi,251,9.2,4.9,2.5,0.8,40.1,32.2,4.8,1.0,19.5,119.0,83.3,3.09,0.22,0.8,0.05,0.17,1.93,0.27,0.2,3.82,0.0,0.98,143.69,32.0,0.09,1.16,19.6,0.14,121.0,143.7,7.5,1.03,49.5
171,171,rasgulla,287,9.4,2.3,3.5,1.9,32.4,4.1,16.8,4.1,40.7,438.2,77.1,10.13,0.22,1.21,0.05,0.5,4.59,0.61,0.51,9.01,0.0,1.2,202.38,52.8,0.14,2.8,53.1,0.24,183.4,202.4,21.1,1.94,99.4
172,172,ras malai,296,14.8,4.6,3.6,2.1,33.7,4.0,14.9,4.0,58.8,447.6,73.8,7.62,0.23,1.17,0.05,0.4,3.25,0.57,0.52,9.83,0.0,1.47,211.35,50.5,0.13,2.5,49.2,0.24,227.6,211.3,15.9,1.91,94.5
173,173,sandesh,284,10.4,2.5,3.6,2.0,30.8,4.1,15.1,4.2,40.4,449.2,77.2,9.55,0.2,1.16,0.05,0.5,3.35,0.6,0.41,9.11,0.0,1.27,262.98,47.7,0.14,2.79,40.3,0.28,213.3,263.0,18.0,1.49,101.4
174,174,mishti doi,266,9.5,2.5,3.4,2.0,30.6,4.1,15.6,4.0,42.3,437.7,78.2,10.44,0.2,1.34,0.05,0.45,3.34,0.46,0.56,10.37,0.0,0.91,256.24,48.5,0.14,2.25,51.5,0.27,184.4,256.2,20.0,1.65,101.4
175,175,jalebi rabri,257,8.9,4.9,2.5,0.8,38.2,33.8,5.0,1.0,19.7,127.1,83.2,4.12,0.21,1.05,0.05,0.21,1.69,0.24,0.19,4.56,0.0,1.03,153.33,35.8,0.08,1.31,23.0,0.13,138.7,153.3,8.7,0.95,52.3
176,176,gajar halwa,250,9.1,5.0,2.4,0.8,38.6,33.4,5.2,1.0,20.0,118.5,83.2,3.7,0.22,1.04,0.05,0.22,2.06,0.25,0.23,4.51,0.0,0.89,123.49,36.4,0.11,1.37,23.7,0.11,144.7,123.5,9.1,1.14,50.2
177,177,moong dal halwa,330,12.2,4.1,4.2,2.4,28.1,12.7,15.6,7.0,30.1,557.6,74.2,15.14,0.19,1.61,0.05,0.51,3.56,0.46,0.55,19.49,0.0,1.35,290.38,42.2,0.18,3.27,51.1,0.41,216.3,290.4,16.0,1.57,128.0
178,178,besan ladoo,250,9.4,4.8,2.4,0.8,39.9,23.3,4.7,1.0,20.3,114.1,83.2,3.55,0.26,0.79,0.05,0.21,1.84,0.29,0.24,3.78,0.0,0.89,143.13,34.6,0.08,1.25,28.2,0.15,117.2,143.1,9.3,0.94,49.8
179,179,motichoor ladoo,258,8.8,5.1,2.6,0.8,36.2,24.6,4.9,1.0,20.7,120.5,83.3,3.58,0.24,0.87,0.05,0.18,2.08,0.23,0.25,4.17,0.0,1.1,173.15,31.9,0.08,1.44,25.4,0.16,124.2,173.1,10.2,0.99,53.5
180,180,barfi,271,9.4,2.6,3.4,2.1,33.1,4.1,16.2,3.8,39.1,462.0,77.9,7.42,0.22,1.18,0.05,0.53,3.34,0.49,0.44,10.14,0.0,0.95,261.2,46.0,0.11,2.23,55.4,0.25,215.8,261.2,19.0,1.95,99.5
181,181,kaju katli,265,10.5,2.4,3.6,2.1,32.3,4.3,16.9,4.1,38.6,447.9,77.1,10.55,0.22,1.32,0.05,0.47,3.95,0.64,0.56,10.07,0.0,0.98,222.33,59.7,0.14,2.53,40.4,0.29,188.0,222.3,18.4,2.12,101.7
182,182,soan papdi,284,9.5,2.5,3.3,2.1,30.7,4.1,16.9,4.1,37.8,423.1,77.1,9.26,0.19,1.11,0.05,0.56,3.62,0.6,0.59,11.98,0.0,0.97,259.4,62.6,0.15,2.68,57.8,0.24,196.8,259.4,20.6,2.05,105.6
183,183,kulfi,251,8.4,5.3,2.6,0.8,38.4,26.5,4.9,1.0,19.7,122.2,83.8,4.43,0.2,0.89,0.05,0.23,1.65,0.27,0.24,4.57,0.0,0.87,123.64,28.4,0.08,1.36,27.9,0.14,120.8,123.6,9.4,1.12,50.4
184,184,falooda,266,9.6,2.6,3.5,2.0,30.0,4.0,15.6,4.0,41.9,446.8,78.2,10.58,0.17,0.92,0.05,0.51,3.28,0.48,0.53,11.75,0.0,1.06,237.23,58.8,0.12,2.66,55.6,0.2,171.9,237.2,17.3,2.01,102.0
185,185,shrikhand,262,10.3,2.4,3.3,1.9,31.1,4.2,15.9,3.8,40.5,470.0,77.7,7.15,0.2,1.24,0.05,0.44,4.22,0.54,0.54,12.9,0.0,1.2,228.69,61.7,0.14,2.26,53.1,0.26,211.5,228.7,16.6,1.61,98.4
186,186,payasam,237,8.9,5.1,2.5,0.8,40.3,23.4,4.7,1.0,20.3,124.7,84.0,3.05,0.24,0.71,0.05,0.18,1.62,0.28,0.24,4.13,0.0,1.16,154.87,31.7,0.08,1.34,24.2,0.13,142.7,154.9,7.2,0.93,51.2
187,187,phirni,280,10.6,2.5,3.6,2.0,29.8,3.9,15.1,4.0,37.7,441.3,77.2,9.75,0.2,1.0,0.05,0.5,3.9,0.49,0.43,12.44,0.0,1.22,216.77,49.8,0.12,2.72,38.6,0.25,179.7,216.8,16.0,1.92,99.7
